,user,tweet,location,keyword
912,ella arson,"@TeaPainUSA These are racists, it used to be illegal to hire a racist for federal, state or county positions.
Racism was not tolerated, in the armed forces or police departments.
Now they scream at citizens in the street.
This abhorrent behavior will not stand.",,arson
913,abi is asleep missing karl,arson karl &lt;/3,L’manburg,arson
914,Simp,"@YouLoveLucifer um, luci, why are you commiting arson....
WITHOUT ME?? :,((",Somewhere crying for 2D men,arson
915,Hanako🥀🌧,@awkwardmir I vote Arson,Gotham City| 18+ |she/her,arson
916,jay ♡ doing homework,ive been watching since like may the first stream i watched was dreams when they were committing arson LMFAOOO https://t.co/DJh8XmKhNe,ur twitch chat,arson
917,omar,"lemme get this straight

a twitter user with the tag anarchxsm who tweeted frequently about arson murder and wishing to overthrow the government

got susd because they jokingly told their friend they were gonna hit them with a baseball bat .",,arson
918,𝔅𝔢𝔢𝔱𝔩𝔢-𝔍⚢,Everyone meet my son Arson https://t.co/UjWO8wONw8,they/she/he ,arson
919,* irl helena *,If i'm not famous by the time i have wrinkles i'll kill myself and commit like 15 acts of arson,she/her ,arson
920,Nikola's Notion,@PhilaOEM Looting is not a demonstration. Arson is not a demonstration. Assaulting police officers is not a demonstration. Vandalism is not a demonstration. Let's work on our English skills.,"Richmond, VA",arson
921,Eli 🇺🇸 🇻🇪 ❌,"Usual #CorruptDemocrats narrative of ""Peaceful Protest"" 15 yo teenager shot, multiple stores LOOTED &amp; Ransacked, Arson all over the city, Assaulted &amp; Injured Police Officers....

Yeah, this is the #Democrats ""definition"" of #PeacefulProtest ... 

#DemocratsAreDestroyingAmerica https://t.co/A1AzNHAAHf","Bozeman, MT",arson
922,Longe Olufemi,Your assertion is definitely wrong. Majority (if not all) the guys that engaged in arson and looting last week are street urchins who will not enter BRT but rather trek or at most hoop on the bomber of yellow buses https://t.co/gNy7rUzuXK,Lagos,arson
923,Onye nmérí,"@moakabash Lessons learrnt... 
We thank God esp for life. 
Now, post - arson of tvc, what next? Pure objectivity, feel the pulse and let the audience u are in business for understand this. 
Now ur station's contents needs to have a strong back up mechanism where ur montages, ads,  is saved.",Nigeria,arson
924,ella arson,"@TeaPainUSA Charge that man, before he hurts or causes irreparable damage to someone.",,arson
925,mish,@Ranboosaysstuff Ranboo arson sever,Bisexual : she/they : minor,arson
926,Daryl N. Davis,"@rulajebreal Yeah, because so many Trump supporters have been de-platforming, firing and physically assaulting people for their opinions. Not to mention the mostly peaceful looting, vandalism, trespass, arson and murder.","San Jose, California",arson
927,✿ scary toxin ✰,@cinnamondnp @dangotscrambled im for arson visage,Slytherin Common Room,arson
928,Plantsman_TX,"@policediscolite @EoinHiggins_ Yes, they do. I'm using the most documented thing about him to point out the stupidity of white chauvinist left-populists using him to rationalize arson.",,arson
929,Bertha Alvarez,"@DailyCaller NOW, 7 days BEFORE ELECTION, you are saying this??? What happened did you both say when the looting, killing, arson actions were going on??? Ah! Yes, the people remember: «These are peaceful protests »  You are liars and shameless people!!",,arson
930,arson ✿,HI ARSON IM HERE TO TAKE OVER YOUR CC AND YOU WILL NEVER GUESS WHO IT ISSSSSSS — I definitely will not this is definitely not pepper 🕺 I have no clue  https://t.co/YutnL4cEVT,18 • xe/xem • sb if you unf,arson
931,mish,@Ranboosaysstuff @cark_irl U should make a server and we will arson,Bisexual : she/they : minor,arson
932,rey 🍎 | KEN DAY 💕,@CaptainKaeya what's with you guys and arson-,in your ♡ ,arson
933,𓀤 chunky soupbrain 𓀥,@jregjuevara sexual grasshopper arson 😩🦗🔥,,arson
934,👑 Auntie Fi,@Duh____Winning Y does this sound like an arson threat,Here,arson
935,ella arson,@MysterySolvent She must be pregnant.,,arson
936,🦇 𝕭𝖗𝖎 𝕷. 𝖅𝖎𝖊𝖇𝖚𝖇 🦇,Are you telling me there's not a single bromine in theobromine. I'm going to commit arson,"Elmhurst, IL",arson
937,jay 👻 BLM,@manicbyh ITS TIME FOR ARSON,HALLOWEENTOWN,arson
938,emmeh,"sexual, corn, and arson
can’t wait to find out how corn defines my 2021 https://t.co/xUxuhl4YkL",,arson
939,ella arson,"@Debbie44127869 @darndifino @barbaraward235 Jesus, the west can see what he has done to your state, they can't ALL be greedy grubbers, with no morality. Some of those horse crazy folks, must have empathy for people too!",,arson
940,- 경미🥀,i’ve decided arson is the only solution,,arson
941,holly ♡,@xplrforwebber im gonna commit arson,talen♡︎ || tt+t3m+jf+dd,arson
942,Darrell Hebuck,@TeamTrump @JordanSekulow Don’t be surprised after the election if the evil Democrats try to use another arson retool to make the supreme court here only cases that benefit the Democrat party!,,arson
943,Kim Wilson,"letting the fire devour huge swaths of railroad and capitalist property, but organizing fire breaks to prevent the conflagration from spreading to nearby residential areas. This tactic of controlled arson would return in the major urban riots of the sixties and in LA in 1992.""",,arson
944,°,@zzzcodeh @fbi will you make exceptions for arson,san antonio texas,arson
945,Darrell Hebuck,@JaySekulow don’t be surprised if the Democrats try to use another arson retool to make the Supreme Court hear only cases that benefit them!,,arson
946,sarah | ultimate loser,@arsonsltz i love you arson please be a good and healthy boy :),under ur bed loser,arson
947,David Harness,@marwilliamson @BriannaWu I thought rioting arson violence would  be the root of chaos,,arson
948,kiro,i missed the ranboo stream im gonna commit arson,eight bean,arson
949,Anton LOMBAARD,"Farmers are slaughter in SA farmers are killed
Arson took place. Enough is Enough. https://t.co/7Bk5PfiM6P",,arson
950,Stannibal Lecter 🎃🔪,@arch1o1 But why? That’s such a mild response as opposed to arson and murder?,"Glasgow, Scotland",arson
951,benji,"Funny, War, Arson https://t.co/DwdxWTym3s",,arson
952,😷🇱🇷🌊Angi Buhr🌊🦟😷,"Hmmm....pretty sure all the arson, looting n shootings I've seen arrests n charges against have been from right wingers not #BLM. Mostly curfew violations for the left. 
#DividerInChief
#TrumpLiesAmericansDie
#Riots 
#protests2020 
#VoteHimOutandLockHimUp https://t.co/383lvMu2Ci",Colorado,arson
953,Arson/Bullet || Xe/Squir/They || 55 days,@SirensLynn yeah lol,They / them & Xe / Xem (15yo),arson
954,yuri is sleeping now istg 🖤 check and rt 📌,@backnaomiup @plitalllegend YOU THREATENED ARSON ON TWT,black and a minor !!!!!,arson
955,CrimsonSirens w̸⧗,@Bullet_Arson No problem. We will get through this together,Jellyfish,arson
956,Labaran Yusuf,"""As peace returns to many cities that have witnessed wanton looting, arson &amp; lawlessness in the aftermath of the EndSARS protests, there are a lot of lessons to be learned on why a protest movement against police brutality ended up in deaths &amp; destruction""
https://t.co/LE3AvZ2yLY",,arson
957,Shan Kelly,Man jailed for role in ‘horrendous’ 17th birthday attack that left his victim traumatised and without ears https://t.co/2U5n3VxEqf,Dublin ,arson
958,Patriot Nancy🇺🇸 #VoteRed ‘Till You’re Dead🇺🇸,"@DanaAlexaNews @OANN @FOX29philly And what is the city going to do to those who do not obey? What are the repercussions? What is the penalty for felony riot, arson, destruction of property, assault, murder? 
#VoteRedToSaveAmerica2020",,arson
959,Travis Fields,@NessMothaFucka arson paper,belring,arson
960,rey 🍎 | KEN DAY 💕,@CaptainKaeya how will you commit arson when you wield ice kaeya...,in your ♡ ,arson
961,Arson/Bullet || Xe/Squir/They || 55 days,@SirensLynn i'm probably going to be buying the CDs myself (or getting my brother to buy them for me) but thanks for the offer :),They / them & Xe / Xem (15yo),arson
962,captain childe! ~☆,@CaptainKaeya if you want my attention you don't need to yknow... commit arson,admin uses he/they,arson
963,Sweats Bot,"Woah, I commited arson!",ruby's basement,arson
964,Danie Greene,"@CoreyTaylorRock Amazing voice... bring a tear to my eye amazing 😜 hey that happened to me when I wuz at the Arson City show during ""not coming home"" Eeeee jus booted u outa there CMFT 🤣 JK 🤘🤘 OMG r u gonna be at #rockfestwi 🥳🥰",Nebraska ,arson
965,Harbinger Kaeya💙,"Plan worked, arson rescheduled. https://t.co/c2p1EGcPYy","Tevyat, Mondstadt ",arson
966,miles !! :p,LET MARTIN COMMIT ARSON 2020 !!!!!!! https://t.co/zl1VKBDxve,,arson
967,Corey Forde 又 🇹🇹/🇹🇼,"-sex trafficking
-rape
-murder (would you look at that)
-white collar crime
-organized crime
-mass shootings
-domestic violence
-arson
-larceny theft
-fraud
-embezzlement 
-vandalism
-drug sales
-drug abuse
-disorderly conduct

https://t.co/hKR5tS3tcf","Cleveland, OH / Brooklyn, NY",arson
968,Legion Of Doomscrolling,"@Hegelbon sounds like you would enjoy ""Franz"" by Elay Arson",Kingston via Peterborough,arson
969,Bruddahmateo,"@PodLastResort @DeAnna4Congress Cool. 
Stolen kicks and chicken sandwiches should put an end to police brutality any minute now.  
If the arson and assault haven't already.  
Good thinking chief.","la Ciudad De Houston, Tejas ",arson
970,Roc | Memento Mori,@lesbiphobia manifesting for me to be oomf soon 🙏🕯,they/he/she 🦴 15 🦴 white,arson
971,Kenn,"@Gregpogo35 @PublicSafetySME @KeeleyFox29 @PhillyPolice @FOX29philly @Walmart This happened back in 1968bin Detroit .... Riots, anarchy and arson. Law abiding citizens moved to suburbs / businesses left ... Taking away jobs &amp; tax base! 50+ YEARS later the city of Detroit does not have a grocery store chain withing city limits. #NeverRecovered","Toledo, OH",arson
972,Homertherat,@jcbonthedl Get on with @tannerguzy and @JAEbberts on Spiritual Arson and talk about it,,arson
973,zuru ❄️,hajime didn’t win laugh poll i’m gonna commit arson,17 | inclus | eng & esp | ★,arson
974,L.A. Phil,"...her on the Left Coast of CA &amp; in Los Angeles, we remember VERY WELL the ‘92 RIOTS, LOOTING, ARSON, VANDALISM, ASSAULTS, KILLINGS &amp; DESTRUCTION OF PUBLIC &amp; PRIVATE PROPERTY, even Today, CRIMINAL FELONS are Still considered HEROS to those who believe CRIMINALITY is OK? https://t.co/xTisRQf5yE",United States,arson
975,Harbinger Kaeya💙,Gonna go commit arson to get attention brb,"Tevyat, Mondstadt ",arson
976,Clive Guthrie-Andrews,"@Alec_Eiffel85 @TheSinanKose @BareLeft Chris Williamson replied to me (on HoC headed paper) that if it is not a police matter then ""We Love Jeremy"" ""hate factories"" chatrooms should be allowed to incite people to arson etc in Bader Meinoff type actions.

imo Labour should run its chatrooms &amp; allow civil policy debate",,arson
977,CeCeResistance,@ella_arson Its so very easy ! I source my pumpkin with a but of cinnamon!,"Missouri, USA",arson
978,Angela ⁷,@GibiOfficial any ideas on how to get away with arson?,"California, USA",arson
979,kiwi 🥝@school,commit arson listen to some kesha songs idk https://t.co/42EjIezZav,134340,arson
980,Gate 15,German Infectious Disease Agency Hit by Hackers Days Before Arson Attack: Spiegel https://t.co/eStbEtsox9 #CyberSecurity,United States of America,arson
981,meg man,you’re a big brother for the big brother of america program and your little brother is charged with grand larceny and arson wyd,she/her,arson
982,Klifer Extium (BDAY TODAY!),Arson.,The Bonelands,arson
983,Nikoletta Winters,@elayarson It’s literally just like the actual cybertruck. At first you’re like “what the fuck this is Elay Arson?” and then you’re singing it in the shower. It gets it’s hooks into you quick.,Hell,arson
984,Allison ♠️🏳️‍🌈 • CEO of Marvelsepticeye,@hisbodywasweak I’m gonna commit arson towards these art thefts one day I swear,I love drawing so much,arson
985,☆ sasha,@fuxkingzenix Zenix don't commit arson challenge,,arson
986,Anton LOMBAARD,Farmers got enough of farm murders looting arson and hate in South Africa. https://t.co/TbclQbMkbB,,arson
987,k.jay.,@muffyinnit @heymetamooki Doing Arson while being named arson???,,arson
988,CrimsonSirens w̸⧗,@Bullet_Arson I’d say cds and or vinyls I could send you a cd if you’d want me to.,Jellyfish,arson
989,MimiksYou,"bastard arson grasshoppers
motherfucker this is my 2020 https://t.co/mK337dZNO8",doin ya dad doin doin ya dad,arson
990,may is sauteing your bone marrow,@haruteafujioka SLURRED MF IM ABT TO COMMIT ARSON WTF,chrollos bedroom,arson
991,Linda Jordan,"@ursilencespeaks You don't see the riots because you are too busy rioting. The murder, violence, arson, beatings, over the last 5 months, you did not see any of that? You must be a newbie. You are clearly unable to see reality.",,arson
992,MM Paulyn Ebele || 🇳🇬🇳🇬 The GIANT of Africa!,"See the thugs behind the carnage and arson that was attributed to peaceful protesters.

@SaharaReporters, I doff my hat to you guys!
Find the full video here:
https://t.co/my0AduDrKm

#EndBadGovernanceInNigeria
#LekkiMassacre
#OurOctoberHeroes
#EndSARS https://t.co/DLWPCUpgMh","Lagos, Nigeria.",arson
993,biodun adeyanju,"Mayhem, arson: Sanwo-Olu admits full responsibility, unveils plan to set up Rebuild Lagos Trust Fund https://t.co/g7Z6x5zFGY",Lagos Nigeria.,arson
994,N°1 kiibo kinnie,commiting arson for a partner,"they/she, 16 , 💖💜💙",arson
995,B-Rye,How's that anarchists for Biden arson investigation coming along?,,arson
996,kyou is in the basement ✨,"‍ 

i wanna commit arson and then smoke ,,,,,,,, so anyways how has your day been

 ‍",muse goes by she/they/vamp/umb,arson
997,spooky scary skeletHAN 🎃✨stickers ARE HERE YAY✨,Handful of Tiny Nose stickers. What will they do? Arson probably. https://t.co/zfdLYj4s79,i miss lumity,arson
998,Arson/Bullet || Xe/Squir/They || 55 days,"@dizzyweasley yeah, most other apps i found are for phones, so its my only solution",They / them & Xe / Xem (15yo),arson
999,Zoxyss,"@walkedcupid @peanut441 It's not just cursing at your friends, its being toxic towards the community outside of your friends. 'It's all jokes' and 'to entertain people' isn't an excuse, you're still in the wrong. You can't go rob a house then say its 'all jokes' or commit arson then say 'entertainment'",Enlightenment Valley,arson
1000,The Irish Times,Man jailed for role in ‘horrendous’ arson attack that left victim without ears https://t.co/SztHXNpuAc,Ireland,arson
1001,BLM❀Sisyphus/Arson✿,why does my priv have voice tweets but not mine wtf,,arson
1002,2020PRESIDENT46- Guy C Erdmann,STARK DIFFERANCE BETWEEN TRUMP BIDEN AND MYSELF! I WOULD STOP ALL RIOTING STEALING LOOTING BREAKING ENTERING ARSON HURTING INJURING CIVILIANS - POLICE KILLINGS REDUCED!  HOW? I WOULD USE NATIONAL GUARD INNSURECTION ACT IMMEDIATELY TO ALL TROUBBLED SPOTS!  ALL CRIMES INCREASED https://t.co/oiq4u8nGwd,,arson
1003,cole,@HydrationExpert committing the arson currently,,arson
1004,Maryland State Fire Marshal,KNOW SOMETHING? SAY SOMETHING? Our partners @mcfrs need your help with this arson fire in Potomac https://t.co/9kfmpBIEVm,"Pikesville, MD",arson
